客運業者,路線編號,支線,往返,路線名稱,站名,班次序,發車時間,星期一,星期二,星期三,星期四,星期五,星期六,星期日
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,1,62,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,1,63,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,1,64,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,1,65,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,1,66,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,2,67,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,2,68,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,2,69,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,2,70,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,2,71,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,2,72,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,2,73,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,2,74,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,2,75,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,2,76,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,2,77,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,2,78,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,2,79,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,2,80,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,2,81,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,2,82,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,成淵高中,2,83,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,臺北西站A棟,2,84,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,竹林山觀音寺,3,85,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,醒吾科技大學,3,86,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,粉寮路,3,87,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口區公所,3,88,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,松柏蘆,3,89,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口高中,3,90,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,運動公園,3,91,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口國宅,3,92,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,麗園國小,3,93,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,忠孝路口,3,94,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,林口三井,3,95,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,安敦新世界,3,96,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,華夏大飯店,3,97,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,長庚醫院,3,98,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,啟聰學校,3,99,1,1,1,1,1,1,1
三重客運,1210,0,往,新北市林口區→國1→臺北市北門,庫倫街口,3,100,1,1,1,1,1,1,1
